0.95,0.721512,,
0.96,0.731302,,
0.97,0.743155,,
0.98,0.758690,,
0.99,0.775742,,
1.00,0.787727,,
1.01,0.792060,,
1.02,0.793149,,
1.03,0.794413,,
1.04,0.796976,,
1.05,0.800764,,
1.06,0.802113,,
1.07,0.808917,,
1.08,0.817492,,
1.09,0.822458,,
1.10,0.825604,,
1.11,0.834527,,
1.12,0.846076,,
1.13,0.852128,,
1.14,0.852440,,
1.15,0.850626,,
1.16,0.847374,,
1.17,0.842672,,
1.18,0.839238,,
1.19,0.839134,,
1.20,0.839182,,
1.21,0.838205,,
1.22,0.836471,,
1.23,0.833977,,
1.24,0.830541,,
1.25,0.826128,,
1.26,0.821023,,
1.27,0.815570,,
1.28,0.809627,,
1.29,0.803241,,
1.30,0.796955,,
1.31,0.791250,,
1.32,0.786161,,
1.33,0.782292,,
1.34,0.779159,,
1.35,0.774543,,
1.36,0.769047,,
1.37,0.763871,,
1.38,0.759173,,
1.39,0.753937,,
1.40,0.747691,,
1.41,0.741028,,
1.42,0.734263,,
1.43,0.727837,,
1.44,0.722091,,
1.45,0.716961,,
1.46,0.711918,,
1.47,0.706025,,
1.48,0.699146,,
1.49,0.691774,,
1.50,0.685023,,