#Wavelength (nm),"M1, M2, or M3, 
1373,0.956293856
1372,0.957126738
1371,0.956259282
1370,0.956719036
1369,0.956642246
1368,0.957091643
1367,0.956636028
1366,0.957112344
1365,0.957387911
1364,0.956674563
1363,0.956455854
1362,0.956983344
1361,0.956421274
1360,0.956873862
1359,0.956995665
1358,0.955962645
1357,0.956143926
1356,0.95610391
1355,0.955979074
1354,0.955754719
1353,0.956741772
1352,0.956069558
1351,0.95625611
1350,0.956827825
1349,0.956675593
1348,0.956548754
1347,0.956612829
1346,0.957157402
1345,0.956828105
1344,0.956750552
1343,0.957068017
1342,0.95686491
1341,0.956506411
1340,0.95678697
1339,0.956548971
1338,0.956598981
1337,0.956584816
1336,0.956776396
1335,0.956845105
1334,0.956687145
1333,0.956378142
1332,0.956404673
1331,0.956464729
1330,0.956334432
1329,0.956501865
1328,0.956800957
1327,0.956271324
1326,0.956363894
1325,0.956262309
1324,0.956293697
1323,0.95668939
1322,0.956137435
1321,0.956070493
1320,0.956038227
1319,0.956057091
1318,0.955571683
1317,0.956019719
1316,0.955877927
1315,0.955243301
1314,0.955539366
1313,0.955899544
1312,0.955510629
1311,0.954969114
1310,0.955422217
1309,0.955119228
1308,0.954987901
1307,0.955050983
1306,0.955170345
1305,0.954902611
1304,0.954745083
1303,0.955415618
1302,0.955194391
1301,0.954559828
1300,0.954969393
1299,0.954899394
1298,0.954415639
1297,0.954886367
1296,0.954500682
1295,0.955055586
1294,0.954483846
1293,0.954493186
1292,0.954577986
1291,0.954376825
1290,0.954680354
1289,0.954481144
1288,0.954112148
1287,0.954133568
1286,0.954211267
1285,0.953525937
1284,0.95355945
1283,0.954022732
1282,0.954034634
1281,0.953663451
1280,0.953945376
1279,0.953725268
1278,0.953702653
1277,0.954254373
1276,0.95370402
1275,0.953213634
1274,0.953175729
1273,0.953970928
1272,0.953461259
1271,0.953234189
1270,0.953187841
1269,0.953747133
1268,0.953413048
1267,0.952925371
1266,0.953251673
1265,0.952418181
1264,0.952705803
1263,0.952706273
1262,0.952906259
1261,0.952738679
1260,0.952536151
1259,0.952511145
1258,0.952359365
1257,0.951968962
1256,0.952875996
1255,0.952491805
1254,0.95277167
1253,0.952074369
1252,0.952380238
1251,0.952202346
1250,0.952391256
1249,0.952312266
1248,0.952199682
1247,0.952872041
1246,0.952193108
1245,0.952305145
1244,0.952211278
1243,0.952366873
1242,0.951974983
1241,0.951897628
1240,0.952229888
1239,0.951968943
1238,0.951716741
1237,0.951767127
1236,0.95224521
1235,0.952329973
1234,0.952197056
1233,0.951860231
1232,0.951320903
1231,0.951651382
1230,0.951266836
1229,0.951914285
1228,0.95131101
1227,0.9517589
1226,0.951577606
1225,0.951534538
1224,0.9516583
1223,0.951515465
1222,0.951475048
1221,0.951077652
1220,0.951669629
1219,0.951064637
1218,0.951268972
1217,0.95105643
1216,0.951862526
1215,0.950994155
1214,0.950980167
1213,0.950945047
1212,0.95107825
1211,0.950870463
1210,0.951286894
1209,0.95133522
1208,0.951180534
1207,0.951313578
1206,0.951591981
1205,0.951041145
1204,0.950720094
1203,0.95087951
1202,0.951334438
1201,0.951008739
1200,0.951057828
1199,0.952669754
1198,0.952480443
1197,0.952553342
1196,0.952260005
1195,0.952710361
1194,0.952294235
1193,0.95235096
1192,0.95230655
1191,0.952060623
1190,0.952248249
1189,0.952404722
1188,0.952170982
1187,0.951824443
1186,0.951688385
1185,0.95189462
1184,0.951665834
1183,0.951379547
1182,0.952196452
1181,0.951579539
1180,0.95133969
1179,0.95135725
1178,0.951217721
1177,0.951158015
1176,0.951444009
1175,0.950941518
1174,0.951330916
1173,0.951312046
1172,0.951217499
1171,0.950766513
1170,0.95101998
1169,0.95147131
1168,0.951205966
1167,0.950616995
1166,0.951111348
1165,0.950928485
1164,0.951117776
1163,0.950996558
1162,0.95038449
1161,0.950321356
1160,0.949912879
1159,0.950306098
1158,0.9502005
1157,0.950077394
1156,0.950376422
1155,0.949490306
1154,0.949879831
1153,0.95003931
1152,0.949534829
1151,0.949694742
1150,0.949586582
1149,0.94948082
1148,0.949602877
1147,0.948774687
1146,0.949236526
1145,0.949494343
1144,0.948875987
1143,0.949270255
1142,0.949277445
1141,0.94898941
1140,0.94932368
1139,0.94878938
1138,0.948891767
1137,0.948208866
1136,0.948817406
1135,0.948507671
1134,0.948251896
1133,0.948341045
1132,0.948121916
1131,0.948156319
1130,0.947489287
1129,0.947842553
1128,0.948196443
1127,0.947917207
1126,0.947877502
1125,0.947655156
1124,0.946648547
1123,0.94773592
1122,0.947557621
1121,0.947104429
1120,0.94689333
1119,0.947113304
1118,0.946989352
1117,0.946410472
1116,0.946951052
1115,0.946820412
1114,0.946239808
1113,0.946642768
1112,0.94663084
1111,0.946544456
1110,0.945907612
1109,0.946092428
1108,0.945799802
1107,0.945865281
1106,0.945375023
1105,0.945681477
1104,0.945940069
1103,0.945172647
1102,0.945747954
1101,0.945161438
1100,0.944970837
1099,0.94490195
1098,0.944702752
1097,0.944680818
1096,0.945210463
1095,0.944590111
1094,0.944567254
1093,0.944404666
1092,0.94395291
1091,0.943935782
1090,0.943726877
1089,0.943815816
1088,0.943645058
1087,0.943751246
1086,0.943407084
1085,0.94339866
1084,0.943157717
1083,0.94309234
1082,0.942896309
1081,0.942687868
1080,0.942390963
1079,0.942322534
1078,0.942737001
1077,0.94224376
1076,0.94163983
1075,0.941492488
1074,0.941732769
1073,0.941779245
1072,0.941500295
1071,0.941086966
1070,0.941114566
1069,0.940794093
1068,0.940871696
1067,0.940620486
1066,0.94051431
1065,0.940437393
1064,0.939752655
1063,0.939994939
1062,0.939458256
1061,0.939541861
1060,0.93965704
1059,0.939172586
1058,0.938509356
1057,0.939318956
1056,0.938707555
1055,0.938616982
1054,0.938275979
1053,0.93785806
1052,0.937967676
1051,0.937685483
1050,0.937944571
1049,0.937983335
1048,0.937605406
1047,0.937063828
1046,0.937596258
1045,0.936574574
1044,0.936410281
1043,0.936785418
1042,0.936806335
1041,0.935744616
1040,0.935862605
1039,0.936137238
1038,0.935793546
1037,0.935447343
1036,0.935100136
1035,0.935097523
1034,0.934646899
1033,0.934906324
1032,0.934464531
1031,0.934567445
1030,0.934352729
1029,0.933987471
1028,0.933716056
1027,0.933896898
1026,0.93329923
1025,0.933548209
1024,0.933401814
1023,0.933210195
1022,0.933199081
1021,0.93298151
1020,0.932350267
1019,0.932801832
1018,0.932117399
1017,0.931886622
1016,0.931893412
1015,0.931735109
1014,0.931344541
1013,0.931166655
1012,0.931602427
1011,0.930392996
1010,0.930481911
1009,0.930526212
1008,0.930451412
1007,0.930030766
1006,0.929958108
1005,0.929598045
1004,0.92929142
1003,0.929158268
1002,0.928758837
1001,0.928516115
1000,0.928718713
999,0.927742062
998,0.92856177
997,0.927469699
996,0.927110271
995,0.927487081
994,0.926402556
993,0.926153755
992,0.925447318
991,0.925855776
990,0.925190493
989,0.924902636
988,0.924965687
987,0.924084174
986,0.924032224
985,0.923428491
984,0.923312308
983,0.92253973
982,0.922334569
981,0.922256953
980,0.92166488
979,0.921383127
978,0.920534763
977,0.920301749
976,0.919804014
975,0.920150592
974,0.919559816
973,0.919200617
972,0.918326003
971,0.918000412
970,0.917836685
969,0.917159748
968,0.916958167
967,0.916282272
966,0.916124802
965,0.916195526
964,0.915009689
963,0.914476986
962,0.914105657
961,0.913497423
960,0.913013312
959,0.912854112
958,0.911990636
957,0.911942209
956,0.911445274
955,0.910536976
954,0.910288874
953,0.9100892
952,0.909375515
951,0.908574861
950,0.908463427
949,0.907651412
948,0.907666556
947,0.906968218
946,0.906926314
945,0.905944786
944,0.905908451
943,0.905531228
942,0.905095584
941,0.904323832
940,0.90405014
939,0.90400828
938,0.903327274
937,0.902451363
936,0.902208513
935,0.902225062
934,0.901364727
933,0.901195189
932,0.899994303
931,0.899681625
930,0.899128056
929,0.898768578
928,0.898298537
927,0.897532571
926,0.896786448
925,0.896454519
924,0.895649376
923,0.895155735
922,0.894416008
921,0.893922545
920,0.893737551
919,0.893314336
918,0.892150625
917,0.89215271
916,0.891221612
915,0.890722014
914,0.889931304
913,0.889186363
912,0.888253428
911,0.887916279
910,0.887508214
909,0.886566919
908,0.886073755
907,0.88551576
906,0.884526157
905,0.883882211
904,0.883085124
903,0.882871672
902,0.882443314
901,0.881248792
900,0.881167316
899,0.88114343
898,0.88068676
897,0.87956508
896,0.879587536
895,0.879622434
894,0.878929424
893,0.878601653
892,0.878053627
891,0.878081277
890,0.878446051
889,0.878575706
888,0.878095303
887,0.879289322
886,0.879440575
885,0.879868069
884,0.879334812
883,0.878424034
882,0.877736352
881,0.876763757
880,0.875124289
879,0.87352363
878,0.872702459
877,0.871242739
876,0.870212549
875,0.86934885
874,0.868560435
873,0.868190142
872,0.866887652
871,0.866511358
870,0.865556564
869,0.86508412
868,0.864096673
867,0.863129565
866,0.862426802
865,0.861826973
864,0.861368237
863,0.860736866
862,0.859939499
861,0.858400981
860,0.858482507
859,0.857681185
858,0.857280858
857,0.857237396
856,0.856789824
855,0.855567042
854,0.855141919
853,0.854881045
852,0.854320609
851,0.853864384
850,0.853114923
849,0.852065074
848,0.852095941
847,0.851674417
846,0.851284307
845,0.851053785
844,0.850675793
843,0.850205867
842,0.850244052
841,0.849396604
840,0.849091511
839,0.848534387
838,0.849739056
837,0.84879687
836,0.847849483
835,0.846666018
834,0.847410806
833,0.847117265
832,0.847215074
831,0.846275705
830,0.846512241
829,0.845724646
828,0.846369324
827,0.846247304
826,0.845519765
825,0.84805865
824,0.84538276
823,0.846039047
822,0.846539682
821,0.847005151
820,0.845631886
819,0.845849616
818,0.848667323
817,0.847642485
816,0.846021563
815,0.847416732
814,0.847797807
813,0.848263041
812,0.848547433
811,0.848223127
810,0.849574191
809,0.847474194
808,0.847941577
807,0.84988013
806,0.850329876
805,0.848767325
804,0.849282602
803,0.849134121
802,0.850081221
801,0.849030355
800,0.84816527
799,0.846865603
798,0.848080978
797,0.84835502
796,0.846326739
795,0.849592228
794,0.848623498
793,0.848279756
792,0.849989694
791,0.850162818
790,0.850511748
789,0.849503695
788,0.851264769
787,0.850830606
786,0.851146876
785,0.851326555
784,0.85268788
783,0.852061335
782,0.853755449
781,0.852546991
780,0.853698463
779,0.855188592
778,0.855010465
777,0.853162689
776,0.856099294
775,0.856142375
774,0.855776215
773,0.85658357
772,0.857445621
771,0.858088627
770,0.857872747
769,0.856606108
768,0.859495837
767,0.85944617
766,0.857615617
765,0.859302368
764,0.859181194
763,0.860351664
762,0.861286793
761,0.861505159
760,0.86170091
759,0.861632468
758,0.861572069
757,0.86125447
756,0.862424431
755,0.862437197
754,0.862399629
753,0.862697684
752,0.863784186
751,0.863511639
750,0.863355897
749,0.864218782
748,0.864052645
747,0.864503136
746,0.865237974
745,0.866187471
744,0.865560188
743,0.865948257
742,0.865417309
741,0.866303876
740,0.866234697
739,0.867854328
738,0.86768261
737,0.867995644
736,0.86804582
735,0.868922386
734,0.868581734
733,0.869940701
732,0.86988306
731,0.86974074
730,0.869791597
729,0.869569092
728,0.869773617
727,0.870011775
726,0.870758654
725,0.871041616
724,0.871736571
723,0.871520265
722,0.871708927
721,0.87205363
720,0.87301747
719,0.872495944
718,0.872934469
717,0.873092206
716,0.872993749
715,0.873395977
714,0.872737961
713,0.87378252
712,0.873868949
711,0.874045773
710,0.87393266
709,0.875401669
708,0.875202662
707,0.875345548
706,0.875520242
705,0.874935691
704,0.875459245
703,0.875634454
702,0.8762872
701,0.876716353
700,0.87569451
699,0.876609879
698,0.877037423
697,0.876981074
696,0.877271837
695,0.877561296
694,0.877531484
693,0.878089822
692,0.878492298
691,0.878076833
690,0.878372682
689,0.878896109
688,0.879006329
687,0.879285997
686,0.879389712
685,0.879233284
684,0.879785004
683,0.880018113
682,0.88042661
681,0.880245037
680,0.880559483
679,0.88107858
678,0.880905018
677,0.88097126
676,0.881489709
675,0.881893126
674,0.881830858
673,0.881757946
672,0.88207475
671,0.882409515
670,0.882427031
669,0.88263518
668,0.883271885
667,0.882844232
666,0.882905114
665,0.883383497
664,0.883661474
663,0.883942293
662,0.884123217
661,0.884064795
660,0.883757502
659,0.884742393
658,0.884181321
657,0.884762141
656,0.88512139
655,0.885423775
654,0.885440998
653,0.885427761
652,0.885985635
651,0.885971343
650,0.885947291
649,0.885964832
648,0.886148459
647,0.886058737
646,0.886007512
645,0.886534659
644,0.887030271
643,0.887232094
642,0.886857923
641,0.887517738
640,0.887465795
639,0.887681408
638,0.888093522
637,0.887842166
636,0.88782903
635,0.888141829
634,0.888654461
633,0.888372555
632,0.888374151
631,0.889100367
630,0.888699589
629,0.889217834
628,0.889029554
627,0.88892046
626,0.88953598
625,0.8894299
624,0.889517104
623,0.889819082
622,0.890020383
621,0.890334352
620,0.890182927
619,0.890430895
618,0.890762666
617,0.890657304
616,0.890867456
615,0.890941531
614,0.890474625
613,0.891256593
612,0.891730556
611,0.891651071
610,0.891824678
609,0.891544323
608,0.89205932
607,0.892089144
606,0.891924572
605,0.892256152
604,0.892287884
603,0.892813524
602,0.892394969
601,0.893222173
600,0.892899812
599,0.892918631
598,0.893357671
597,0.893384819
596,0.893563398
595,0.89349268
594,0.893967209
593,0.893845069
592,0.893838501
591,0.894071064
590,0.893760668
589,0.894939264
588,0.894320037
587,0.894409199
586,0.895073662
585,0.894757404
584,0.894430154
583,0.895077445
582,0.89476799
581,0.895611184
580,0.895267131
579,0.895834815
578,0.895194295
577,0.895658271
576,0.89539458
575,0.895778662
574,0.895794938
573,0.896251647
572,0.895958761
571,0.895692056
570,0.896119671
569,0.895814298
568,0.896074384
567,0.896224779
566,0.896732572
565,0.896491547
564,0.89713974
563,0.897275836
562,0.896443837
561,0.897182636
560,0.897398752
559,0.897320423
558,0.897484169
557,0.898036404
556,0.897424329
555,0.898124599
554,0.897444045
553,0.898197244
552,0.897938449
551,0.897827752
550,0.898208313
549,0.898443451
548,0.898285885
547,0.898572865
546,0.898594481
545,0.899085509
544,0.898529797
543,0.898563461
542,0.899178969
541,0.899069093
540,0.899637095
539,0.898652681
538,0.899350033
537,0.899483865
536,0.899630451
535,0.899445019
534,0.899831676
533,0.899909007
532,0.899262733
531,0.899152101
530,0.899372673
529,0.899950593
528,0.900113525
527,0.899619204
526,0.900042375
525,0.899769173
524,0.900420183
523,0.90050115
522,0.900362167
521,0.900691853
520,0.900440737
519,0.900273946
518,0.900982138
517,0.90105566
516,0.900557391
515,0.900985864
514,0.900893892
513,0.900993245
512,0.900408033
511,0.900933336
510,0.901256968
509,0.901295961
508,0.901466497
507,0.901319192
506,0.901694094
505,0.901339118
504,0.901341991
503,0.901583805
502,0.902060897
501,0.902192001
500,0.902294089
499,0.902018191
498,0.901824455
497,0.90191925
496,0.902274526
495,0.902219321
494,0.902166862
493,0.902485339
492,0.901878942
491,0.902395229
490,0.903129571
489,0.902450867
488,0.902388522
487,0.902688249
486,0.902452984
485,0.90283097
484,0.902882493
483,0.902758624
482,0.903224748
481,0.902556883
480,0.903065688
479,0.903183835
478,0.903267873
477,0.903205598
476,0.903183473
475,0.903216788
474,0.903301862
473,0.903345381
472,0.903283017
471,0.903466562
470,0.904089108
469,0.903812154
468,0.903435898
467,0.903681208
466,0.903681774
465,0.903809115
464,0.904119867
463,0.903990606
462,0.904127382
461,0.9038274
460,0.904480699
459,0.903753274
458,0.904516907
457,0.904536304
456,0.904024512
455,0.904179738
454,0.904850718
453,0.904756921
452,0.904347553
451,0.904942576
450,0.904450804
449,0.903896599
448,0.904449476
447,0.90461935
446,0.904499798
445,0.904232159
444,0.904244296
443,0.904618562
442,0.905141799
441,0.90533123
440,0.90519907
439,0.904871146
438,0.905180658
437,0.904892985
436,0.904684016
435,0.904995575
434,0.905316111
433,0.905027529
432,0.90533055
431,0.90566337
430,0.904735966
429,0.905379416
428,0.904771976
427,0.905401026
426,0.905491066
425,0.905161101
424,0.905328248
423,0.905215162
422,0.905711193
421,0.905464694
420,0.90538765
419,0.905685539
418,0.905448411
417,0.905321198
416,0.905731773
415,0.905309022
414,0.905105578
413,0.905821571
412,0.905724157
411,0.905295989
410,0.905954755
409,0.905041135
408,0.906046371
407,0.906722349
406,0.906044674
405,0.90612353
404,0.906096948
403,0.906200263
402,0.905300484
401,0.90621343
400,0.905798435
399,0.90615633
398,0.906351566
397,0.905489279
396,0.905632464
395,0.906476498
394,0.906260001
393,0.906712379
392,0.905980517
391,0.905730451
390,0.905597776
389,0.906439387
388,0.906682173
387,0.906042207
386,0.905227318
385,0.906613242
384,0.905941588
383,0.906271343
382,0.904731668
381,0.905444349
380,0.905286916
379,0.905368799
378,0.905794182
377,0.906067944
376,0.905287972
375,0.906142877
374,0.905405693
373,0.905740115
372,0.905211461
371,0.905954234
370,0.904740283
369,0.906318696
368,0.90585364
367,0.905683238
366,0.906353353
365,0.904627844
364,0.905889034
363,0.906197357
362,0.906717612
361,0.905981782
360,0.90549825
359,0.905264079
358,0.905116431
357,0.905218493
356,0.904861857
355,0.904860503
354,0.905367406
353,0.90484031
352,0.903339513
351,0.9048489
350,0.905975863
349,0.904652195
348,0.906001886
347,0.904038423
346,0.904983209
345,0.905389271
344,0.904856027
343,0.903391012
342,0.905091496
341,0.904116885
340,0.904414584
339,0.902491334
338,0.902076518
337,0.901851082
336,0.901706441
335,0.901428496
334,0.900671202
333,0.901212826
332,0.900705814
331,0.900203667
330,0.90084163
329,0.900318273
328,0.901215006
327,0.901914857
326,0.900731494
325,0.900659695
324,0.900845235
323,0.901212374
322,0.900116202
321,0.899523347
320,0.899652557
319,0.899656499
318,0.899676533
317,0.899960117
316,0.899979846
315,0.900158386
314,0.900079397
313,0.89971419
312,0.899884783
311,0.900219002
310,0.899428552
309,0.89904335
308,0.900047474
307,0.899046885
306,0.899425106
305,0.899202518
304,0.899075178
303,0.898796679
302,0.899379152
301,0.898937327
300,0.898783182
299,0.898047778
298,0.898895518
297,0.898886865
296,0.898272616
295,0.898811067
294,0.898472583
293,0.898460032
292,0.898637575
291,0.898559589
290,0.897872524
289,0.897853406
288,0.897916311
287,0.897975063
286,0.897517217
285,0.897965126
284,0.897768294
283,0.897152036
282,0.89759175
281,0.896835219
280,0.896928272
279,0.896566855
278,0.896631788
277,0.896678416
276,0.896540248
275,0.895911611
274,0.896283824
273,0.895979684
272,0.895996615
271,0.895706234
270,0.895394217
269,0.895375665
268,0.894865735
267,0.894895331
266,0.895051072
265,0.894597613
264,0.894826565
263,0.894468079
262,0.893996474
261,0.893712794
260,0.89373216
259,0.893194701
258,0.892662265
257,0.892799765
256,0.892630742
255,0.892122746
254,0.891555112
253,0.891338768
252,0.890951494
251,0.890808697
250,0.890216039
249,0.889916674
248,0.889402396
247,0.889452902
246,0.889032981
245,0.887817936
244,0.888029219
243,0.887496071
242,0.88629783
241,0.885979137
240,0.885548757
239,0.884421151
238,0.88384222
237,0.88294363
236,0.882623157
235,0.881393592
234,0.880622203
233,0.879299698
232,0.878923957
231,0.8773725
230,0.876485526
229,0.875593739
228,0.874454123
227,0.873205204
226,0.871816673
225,0.870207227
224,0.869384638
223,0.867418149
222,0.865975819
221,0.86446895
220,0.862426675
219,0.86110302
218,0.859003328
217,0.857515965
216,0.855051759
215,0.852799619
214,0.850361506
213,0.848345165
212,0.846172117
211,0.843156687
210,0.841034133
209,0.837491016
208,0.834953461
207,0.831538359
206,0.828023624
205,0.824901689
204,0.822074356
203,0.817721685
202,0.813904444
201,0.810389296
200,0.806110198