#Wavelength (nm),"M1, M2,or M3, 
1373,0.926293856
1372,0.927126738
1371,0.926259282
1370,0.926719036
1369,0.926642246
1368,0.927091643
1367,0.926636028
1366,0.927112344
1365,0.927387911
1364,0.926674563
1363,0.926455854
1362,0.926983344
1361,0.926421274
1360,0.926873862
1359,0.926995665
1358,0.925962645
1357,0.926143926
1356,0.92610391
1355,0.925979074
1354,0.925754719
1353,0.926741772
1352,0.926069558
1351,0.92625611
1350,0.926827825
1349,0.926675593
1348,0.926548754
1347,0.926612829
1346,0.927157402
1345,0.926828105
1344,0.926750552
1343,0.927068017
1342,0.92686491
1341,0.926506411
1340,0.92678697
1339,0.926548971
1338,0.926598981
1337,0.926584816
1336,0.926776396
1335,0.926845105
1334,0.926687145
1333,0.926378142
1332,0.926404673
1331,0.926464729
1330,0.926334432
1329,0.926501865
1328,0.926800957
1327,0.926271324
1326,0.926363894
1325,0.926262309
1324,0.926293697
1323,0.92668939
1322,0.926137435
1321,0.926070493
1320,0.926038227
1319,0.926057091
1318,0.925571683
1317,0.926019719
1316,0.925877927
1315,0.925243301
1314,0.925539366
1313,0.925899544
1312,0.925510629
1311,0.924969114
1310,0.925422217
1309,0.925119228
1308,0.924987901
1307,0.925050983
1306,0.925170345
1305,0.924902611
1304,0.924745083
1303,0.925415618
1302,0.925194391
1301,0.924559828
1300,0.924969393
1299,0.924899394
1298,0.924415639
1297,0.924886367
1296,0.924500682
1295,0.925055586
1294,0.924483846
1293,0.924493186
1292,0.924577986
1291,0.924376825
1290,0.924680354
1289,0.924481144
1288,0.924112148
1287,0.924133568
1286,0.924211267
1285,0.923525937
1284,0.92355945
1283,0.924022732
1282,0.924034634
1281,0.923663451
1280,0.923945376
1279,0.923725268
1278,0.923702653
1277,0.924254373
1276,0.92370402
1275,0.923213634
1274,0.923175729
1273,0.923970928
1272,0.923461259
1271,0.923234189
1270,0.923187841
1269,0.923747133
1268,0.923413048
1267,0.922925371
1266,0.923251673
1265,0.922418181
1264,0.922705803
1263,0.922706273
1262,0.922906259
1261,0.922738679
1260,0.922536151
1259,0.922511145
1258,0.922359365
1257,0.921968962
1256,0.922875996
1255,0.922491805
1254,0.92277167
1253,0.922074369
1252,0.922380238
1251,0.922202346
1250,0.922391256
1249,0.922312266
1248,0.922199682
1247,0.922872041
1246,0.922193108
1245,0.922305145
1244,0.922211278
1243,0.922366873
1242,0.921974983
1241,0.921897628
1240,0.922229888
1239,0.921968943
1238,0.921716741
1237,0.921767127
1236,0.92224521
1235,0.922329973
1234,0.922197056
1233,0.921860231
1232,0.921320903
1231,0.921651382
1230,0.921266836
1229,0.921914285
1228,0.92131101
1227,0.9217589
1226,0.921577606
1225,0.921534538
1224,0.9216583
1223,0.921515465
1222,0.921475048
1221,0.921077652
1220,0.921669629
1219,0.921064637
1218,0.921268972
1217,0.92105643
1216,0.921862526
1215,0.920994155
1214,0.920980167
1213,0.920945047
1212,0.92107825
1211,0.920870463
1210,0.921286894
1209,0.92133522
1208,0.921180534
1207,0.921313578
1206,0.921591981
1205,0.921041145
1204,0.920720094
1203,0.92087951
1202,0.921334438
1201,0.921008739
1200,0.921057828
1199,0.922669754
1198,0.922480443
1197,0.922553342
1196,0.922260005
1195,0.922710361
1194,0.922294235
1193,0.92235096
1192,0.92230655
1191,0.922060623
1190,0.922248249
1189,0.922404722
1188,0.922170982
1187,0.921824443
1186,0.921688385
1185,0.92189462
1184,0.921665834
1183,0.921379547
1182,0.922196452
1181,0.921579539
1180,0.92133969
1179,0.92135725
1178,0.921217721
1177,0.921158015
1176,0.921444009
1175,0.920941518
1174,0.921330916
1173,0.921312046
1172,0.921217499
1171,0.920766513
1170,0.92101998
1169,0.92147131
1168,0.921205966
1167,0.920616995
1166,0.921111348
1165,0.920928485
1164,0.921117776
1163,0.920996558
1162,0.92038449
1161,0.920321356
1160,0.919912879
1159,0.920306098
1158,0.9202005
1157,0.920077394
1156,0.920376422
1155,0.919490306
1154,0.919879831
1153,0.92003931
1152,0.919534829
1151,0.919694742
1150,0.919586582
1149,0.91948082
1148,0.919602877
1147,0.918774687
1146,0.919236526
1145,0.919494343
1144,0.918875987
1143,0.919270255
1142,0.919277445
1141,0.91898941
1140,0.91932368
1139,0.91878938
1138,0.918891767
1137,0.918208866
1136,0.918817406
1135,0.918507671
1134,0.918251896
1133,0.918341045
1132,0.918121916
1131,0.918156319
1130,0.917489287
1129,0.917842553
1128,0.918196443
1127,0.917917207
1126,0.917877502
1125,0.917655156
1124,0.916648547
1123,0.91773592
1122,0.917557621
1121,0.917104429
1120,0.91689333
1119,0.917113304
1118,0.916989352
1117,0.916410472
1116,0.916951052
1115,0.916820412
1114,0.916239808
1113,0.916642768
1112,0.91663084
1111,0.916544456
1110,0.915907612
1109,0.916092428
1108,0.915799802
1107,0.915865281
1106,0.915375023
1105,0.915681477
1104,0.915940069
1103,0.915172647
1102,0.915747954
1101,0.915161438
1100,0.914970837
1099,0.91490195
1098,0.914702752
1097,0.914680818
1096,0.915210463
1095,0.914590111
1094,0.914567254
1093,0.914404666
1092,0.91395291
1091,0.913935782
1090,0.913726877
1089,0.913815816
1088,0.913645058
1087,0.913751246
1086,0.913407084
1085,0.91339866
1084,0.913157717
1083,0.91309234
1082,0.912896309
1081,0.912687868
1080,0.912390963
1079,0.912322534
1078,0.912737001
1077,0.91224376
1076,0.91163983
1075,0.911492488
1074,0.911732769
1073,0.911779245
1072,0.911500295
1071,0.911086966
1070,0.911114566
1069,0.910794093
1068,0.910871696
1067,0.910620486
1066,0.91051431
1065,0.910437393
1064,0.909752655
1063,0.909994939
1062,0.909458256
1061,0.909541861
1060,0.90965704
1059,0.909172586
1058,0.908509356
1057,0.909318956
1056,0.908707555
1055,0.908616982
1054,0.908275979
1053,0.90785806
1052,0.907967676
1051,0.907685483
1050,0.907944571
1049,0.907983335
1048,0.907605406
1047,0.907063828
1046,0.907596258
1045,0.906574574
1044,0.906410281
1043,0.906785418
1042,0.906806335
1041,0.905744616
1040,0.905862605
1039,0.906137238
1038,0.905793546
1037,0.905447343
1036,0.905100136
1035,0.905097523
1034,0.904646899
1033,0.904906324
1032,0.904464531
1031,0.904567445
1030,0.904352729
1029,0.903987471
1028,0.903716056
1027,0.903896898
1026,0.90329923
1025,0.903548209
1024,0.903401814
1023,0.903210195
1022,0.903199081
1021,0.90298151
1020,0.902350267
1019,0.902801832
1018,0.902117399
1017,0.901886622
1016,0.901893412
1015,0.901735109
1014,0.901344541
1013,0.901166655
1012,0.901602427
1011,0.900392996
1010,0.900481911
1009,0.900526212
1008,0.900451412
1007,0.900030766
1006,0.899958108
1005,0.899598045
1004,0.89929142
1003,0.899158268
1002,0.898758837
1001,0.898516115
1000,0.898718713
999,0.897742062
998,0.89856177
997,0.897469699
996,0.897110271
995,0.897487081
994,0.896402556
993,0.896153755
992,0.895447318
991,0.895855776
990,0.895190493
989,0.894902636
988,0.894965687
987,0.894084174
986,0.894032224
985,0.893428491
984,0.893312308
983,0.89253973
982,0.892334569
981,0.892256953
980,0.89166488
979,0.891383127
978,0.890534763
977,0.890301749
976,0.889804014
975,0.890150592
974,0.889559816
973,0.889200617
972,0.888326003
971,0.888000412
970,0.887836685
969,0.887159748
968,0.886958167
967,0.886282272
966,0.886124802
965,0.886195526
964,0.885009689
963,0.884476986
962,0.884105657
961,0.883497423
960,0.883013312
959,0.882854112
958,0.881990636
957,0.881942209
956,0.881445274
955,0.880536976
954,0.880288874
953,0.8800892
952,0.879375515
951,0.878574861
950,0.878463427
949,0.877651412
948,0.877666556
947,0.876968218
946,0.876926314
945,0.875944786
944,0.875908451
943,0.875531228
942,0.875095584
941,0.874323832
940,0.87405014
939,0.87400828
938,0.873327274
937,0.872451363
936,0.872208513
935,0.872225062
934,0.871364727
933,0.871195189
932,0.869994303
931,0.869681625
930,0.869128056
929,0.868768578
928,0.868298537
927,0.867532571
926,0.866786448
925,0.866454519
924,0.865649376
923,0.865155735
922,0.864416008
921,0.863922545
920,0.863737551
919,0.863314336
918,0.862150625
917,0.86215271
916,0.861221612
915,0.860722014
914,0.859931304
913,0.859186363
912,0.858253428
911,0.857916279
910,0.857508214
909,0.856566919
908,0.856073755
907,0.85551576
906,0.854526157
905,0.853882211
904,0.853085124
903,0.852871672
902,0.852443314
901,0.851248792
900,0.851167316
899,0.85114343
898,0.85068676
897,0.84956508
896,0.849587536
895,0.849622434
894,0.848929424
893,0.848601653
892,0.848053627
891,0.848081277
890,0.848446051
889,0.848575706
888,0.848095303
887,0.849289322
886,0.849440575
885,0.849868069
884,0.849334812
883,0.848424034
882,0.847736352
881,0.846763757
880,0.845124289
879,0.84352363
878,0.842702459
877,0.841242739
876,0.840212549
875,0.83934885
874,0.838560435
873,0.838190142
872,0.836887652
871,0.836511358
870,0.835556564
869,0.83508412
868,0.834096673
867,0.833129565
866,0.832426802
865,0.831826973
864,0.831368237
863,0.830736866
862,0.829939499
861,0.828400981
860,0.828482507
859,0.827681185
858,0.827280858
857,0.827237396
856,0.826789824
855,0.825567042
854,0.825141919
853,0.824881045
852,0.824320609
851,0.823864384
850,0.823114923
849,0.822065074
848,0.822095941
847,0.821674417
846,0.821284307
845,0.821053785
844,0.820675793
843,0.820205867
842,0.820244052
841,0.819396604
840,0.819091511
839,0.818534387
838,0.819739056
837,0.81879687
836,0.817849483
835,0.816666018
834,0.817410806
833,0.817117265
832,0.817215074
831,0.816275705
830,0.816512241
829,0.815724646
828,0.816369324
827,0.816247304
826,0.815519765
825,0.81805865
824,0.81538276
823,0.816039047
822,0.816539682
821,0.817005151
820,0.815631886
819,0.815849616
818,0.818667323
817,0.817642485
816,0.816021563
815,0.817416732
814,0.817797807
813,0.818263041
812,0.818547433
811,0.818223127
810,0.819574191
809,0.817474194
808,0.817941577
807,0.81988013
806,0.820329876
805,0.818767325
804,0.819282602
803,0.819134121
802,0.820081221
801,0.819030355
800,0.81816527
799,0.816865603
798,0.818080978
797,0.81835502
796,0.816326739
795,0.819592228
794,0.818623498
793,0.818279756
792,0.819989694
791,0.820162818
790,0.820511748
789,0.819503695
788,0.821264769
787,0.820830606
786,0.821146876
785,0.821326555
784,0.82268788
783,0.822061335
782,0.823755449
781,0.822546991
780,0.823698463
779,0.825188592
778,0.825010465
777,0.823162689
776,0.826099294
775,0.826142375
774,0.825776215
773,0.82658357
772,0.827445621
771,0.828088627
770,0.827872747
769,0.826606108
768,0.829495837
767,0.82944617
766,0.827615617
765,0.829302368
764,0.829181194
763,0.830351664
762,0.831286793
761,0.831505159
760,0.83170091
759,0.831632468
758,0.831572069
757,0.83125447
756,0.832424431
755,0.832437197
754,0.832399629
753,0.832697684
752,0.833784186
751,0.833511639
750,0.833355897
749,0.834218782
748,0.834052645
747,0.834503136
746,0.835237974
745,0.836187471
744,0.835560188
743,0.835948257
742,0.835417309
741,0.836303876
740,0.836234697
739,0.837854328
738,0.83768261
737,0.837995644
736,0.83804582
735,0.838922386
734,0.838581734
733,0.839940701
732,0.83988306
731,0.83974074
730,0.839791597
729,0.839569092
728,0.839773617
727,0.840011775
726,0.840758654
725,0.841041616
724,0.841736571
723,0.841520265
722,0.841708927
721,0.84205363
720,0.84301747
719,0.842495944
718,0.842934469
717,0.843092206
716,0.842993749
715,0.843395977
714,0.842737961
713,0.84378252
712,0.843868949
711,0.844045773
710,0.84393266
709,0.845401669
708,0.845202662
707,0.845345548
706,0.845520242
705,0.844935691
704,0.845459245
703,0.845634454
702,0.8462872
701,0.846716353
700,0.84569451
699,0.846609879
698,0.847037423
697,0.846981074
696,0.847271837
695,0.847561296
694,0.847531484
693,0.848089822
692,0.848492298
691,0.848076833
690,0.848372682
689,0.848896109
688,0.849006329
687,0.849285997
686,0.849389712
685,0.849233284
684,0.849785004
683,0.850018113
682,0.85042661
681,0.850245037
680,0.850559483
679,0.85107858
678,0.850905018
677,0.85097126
676,0.851489709
675,0.851893126
674,0.851830858
673,0.851757946
672,0.85207475
671,0.852409515
670,0.852427031
669,0.85263518
668,0.853271885
667,0.852844232
666,0.852905114
665,0.853383497
664,0.853661474
663,0.853942293
662,0.854123217
661,0.854064795
660,0.853757502
659,0.854742393
658,0.854181321
657,0.854762141
656,0.85512139
655,0.855423775
654,0.855440998
653,0.855427761
652,0.855985635
651,0.855971343
650,0.855947291
649,0.855964832
648,0.856148459
647,0.856058737
646,0.856007512
645,0.856534659
644,0.857030271
643,0.857232094
642,0.856857923
641,0.857517738
640,0.857465795
639,0.857681408
638,0.858093522
637,0.857842166
636,0.85782903
635,0.858141829
634,0.858654461
633,0.858372555
632,0.858374151
631,0.859100367
630,0.858699589
629,0.859217834
628,0.859029554
627,0.85892046
626,0.85953598
625,0.8594299
624,0.859517104
623,0.859819082
622,0.860020383
621,0.860334352
620,0.860182927
619,0.860430895
618,0.860762666
617,0.860657304
616,0.860867456
615,0.860941531
614,0.860474625
613,0.861256593
612,0.861730556
611,0.861651071
610,0.861824678
609,0.861544323
608,0.86205932
607,0.862089144
606,0.861924572
605,0.862256152
604,0.862287884
603,0.862813524
602,0.862394969
601,0.863222173
600,0.862899812
599,0.862918631
598,0.863357671
597,0.863384819
596,0.863563398
595,0.86349268
594,0.863967209
593,0.863845069
592,0.863838501
591,0.864071064
590,0.863760668
589,0.864939264
588,0.864320037
587,0.864409199
586,0.865073662
585,0.864757404
584,0.864430154
583,0.865077445
582,0.86476799
581,0.865611184
580,0.865267131
579,0.865834815
578,0.865194295
577,0.865658271
576,0.86539458
575,0.865778662
574,0.865794938
573,0.866251647
572,0.865958761
571,0.865692056
570,0.866119671
569,0.865814298
568,0.866074384
567,0.866224779
566,0.866732572
565,0.866491547
564,0.86713974
563,0.867275836
562,0.866443837
561,0.867182636
560,0.867398752
559,0.867320423
558,0.867484169
557,0.868036404
556,0.867424329
555,0.868124599
554,0.867444045
553,0.868197244
552,0.867938449
551,0.867827752
550,0.868208313
549,0.868443451
548,0.868285885
547,0.868572865
546,0.868594481
545,0.869085509
544,0.868529797
543,0.868563461
542,0.869178969
541,0.869069093
540,0.869637095
539,0.868652681
538,0.869350033
537,0.869483865
536,0.869630451
535,0.869445019
534,0.869831676
533,0.869909007
532,0.869262733
531,0.869152101
530,0.869372673
529,0.869950593
528,0.870113525
527,0.869619204
526,0.870042375
525,0.869769173
524,0.870420183
523,0.87050115
522,0.870362167
521,0.870691853
520,0.870440737
519,0.870273946
518,0.870982138
517,0.87105566
516,0.870557391
515,0.870985864
514,0.870893892
513,0.870993245
512,0.870408033
511,0.870933336
510,0.871256968
509,0.871295961
508,0.871466497
507,0.871319192
506,0.871694094
505,0.871339118
504,0.871341991
503,0.871583805
502,0.872060897
501,0.872192001
500,0.872294089
499,0.872018191
498,0.871824455
497,0.87191925
496,0.872274526
495,0.872219321
494,0.872166862
493,0.872485339
492,0.871878942
491,0.872395229
490,0.873129571
489,0.872450867
488,0.872388522
487,0.872688249
486,0.872452984
485,0.87283097
484,0.872882493
483,0.872758624
482,0.873224748
481,0.872556883
480,0.873065688
479,0.873183835
478,0.873267873
477,0.873205598
476,0.873183473
475,0.873216788
474,0.873301862
473,0.873345381
472,0.873283017
471,0.873466562
470,0.874089108
469,0.873812154
468,0.873435898
467,0.873681208
466,0.873681774
465,0.873809115
464,0.874119867
463,0.873990606
462,0.874127382
461,0.8738274
460,0.874480699
459,0.873753274
458,0.874516907
457,0.874536304
456,0.874024512
455,0.874179738
454,0.874850718
453,0.874756921
452,0.874347553
451,0.874942576
450,0.874450804
449,0.873896599
448,0.874449476
447,0.87461935
446,0.874499798
445,0.874232159
444,0.874244296
443,0.874618562
442,0.875141799
441,0.87533123
440,0.87519907
439,0.874871146
438,0.875180658
437,0.874892985
436,0.874684016
435,0.874995575
434,0.875316111
433,0.875027529
432,0.87533055
431,0.87566337
430,0.874735966
429,0.875379416
428,0.874771976
427,0.875401026
426,0.875491066
425,0.875161101
424,0.875328248
423,0.875215162
422,0.875711193
421,0.875464694
420,0.87538765
419,0.875685539
418,0.875448411
417,0.875321198
416,0.875731773
415,0.875309022
414,0.875105578
413,0.875821571
412,0.875724157
411,0.875295989
410,0.875954755
409,0.875041135
408,0.876046371
407,0.876722349
406,0.876044674
405,0.87612353
404,0.876096948
403,0.876200263
402,0.875300484
401,0.87621343
400,0.875798435
399,0.87615633
398,0.876351566
397,0.875489279
396,0.875632464
395,0.876476498
394,0.876260001
393,0.876712379
392,0.875980517
391,0.875730451
390,0.875597776
389,0.876439387
388,0.876682173
387,0.876042207
386,0.875227318
385,0.876613242
384,0.875941588
383,0.876271343
382,0.874731668
381,0.875444349
380,0.875286916
379,0.875368799
378,0.875794182
377,0.876067944
376,0.875287972
375,0.876142877
374,0.875405693
373,0.875740115
372,0.875211461
371,0.875954234
370,0.874740283
369,0.876318696
368,0.87585364
367,0.875683238
366,0.876353353
365,0.874627844
364,0.875889034
363,0.876197357
362,0.876717612
361,0.875981782
360,0.87549825
359,0.875264079
358,0.875116431
357,0.875218493
356,0.874861857
355,0.874860503
354,0.875367406
353,0.87484031
352,0.873339513
351,0.8748489
350,0.875975863
349,0.874652195
348,0.876001886
347,0.874038423
346,0.874983209
345,0.875389271
344,0.874856027
343,0.873391012
342,0.875091496
341,0.874116885
340,0.874414584
339,0.872491334
338,0.872076518
337,0.871851082
336,0.871706441
335,0.871428496
334,0.870671202
333,0.871212826
332,0.870705814
331,0.870203667
330,0.87084163
329,0.870318273
328,0.871215006
327,0.871914857
326,0.870731494
325,0.870659695
324,0.870845235
323,0.871212374
322,0.870116202
321,0.869523347
320,0.869652557
319,0.869656499
318,0.869676533
317,0.869960117
316,0.869979846
315,0.870158386
314,0.870079397
313,0.86971419
312,0.869884783
311,0.870219002
310,0.869428552
309,0.86904335
308,0.870047474
307,0.869046885
306,0.869425106
305,0.869202518
304,0.869075178
303,0.868796679
302,0.869379152
301,0.868937327
300,0.868783182
299,0.868047778
298,0.868895518
297,0.868886865
296,0.868272616
295,0.868811067
294,0.868472583
293,0.868460032
292,0.868637575
291,0.868559589
290,0.867872524
289,0.867853406
288,0.867916311
287,0.867975063
286,0.867517217
285,0.867965126
284,0.867768294
283,0.867152036
282,0.86759175
281,0.866835219
280,0.866928272
279,0.866566855
278,0.866631788
277,0.866678416
276,0.866540248
275,0.865911611
274,0.866283824
273,0.865979684
272,0.865996615
271,0.865706234
270,0.865394217
269,0.865375665
268,0.864865735
267,0.864895331
266,0.865051072
265,0.864597613
264,0.864826565
263,0.864468079
262,0.863996474
261,0.863712794
260,0.86373216
259,0.863194701
258,0.862662265
257,0.862799765
256,0.862630742
255,0.862122746
254,0.861555112
253,0.861338768
252,0.860951494
251,0.860808697
250,0.860216039
249,0.859916674
248,0.859402396
247,0.859452902
246,0.859032981
245,0.857817936
244,0.858029219
243,0.857496071
242,0.85629783
241,0.855979137
240,0.855548757
239,0.854421151
238,0.85384222
237,0.85294363
236,0.852623157
235,0.851393592
234,0.850622203
233,0.849299698
232,0.848923957
231,0.8473725
230,0.846485526
229,0.845593739
228,0.844454123
227,0.843205204
226,0.841816673
225,0.840207227
224,0.839384638
223,0.837418149
222,0.835975819
221,0.83446895
220,0.832426675
219,0.83110302
218,0.829003328
217,0.827515965
216,0.825051759
215,0.822799619
214,0.820361506
213,0.818345165
212,0.816172117
211,0.813156687
210,0.811034133
209,0.807491016
208,0.804953461
207,0.801538359
206,0.798023624
205,0.794901689
204,0.792074356
203,0.787721685
202,0.783904444
201,0.780389296
200,0.776110198